内容方向,达人昵称,内容链接,总消耗,进店uv,阅读量,互动量,搜索uv,gmv,roi,cpm,cpe,搜索成本,进店成本,source,product,noteId
G1横测,数码薯条酱,https://www.xiaohongshu.com/explore/6a13bd5c00000000370367ac?app_platform=harmony&app_version=9.31.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBCD0xJg7B4Gy7wdgtOAQIb9LUTfWYU0MJ3iJtJdioKsc=&author_share=1&&apptime=1779680577ignoreEngage=true&shareRedId=ODY4MDhHRTs2NzUyOTgwNjY0OTc2PThK&share_id=dc5d46f7f63342918024f08541ab39ea&xhsshare=CopyLink,661.268,16,106,5,3,0.0,0.0,6238.37735849057,132.2536,220.422666666667,41.32925,KOC,G1,6a13bd5c00000000370367ac
G1横测,东东数码,https://www.xiaohongshu.com/explore/6a0e887a000000000702aaa1?app_platform=android&ignoreEngage=true&app_version=9.29.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBYXHjWfB1cw0fiZuE63ptohNpOgWICv6BTxLAaCpMoYQ=&author_share=1&shareRedId=OD1DMDw-ST02NzUyOTgwNjY3OTo3Oj1L&apptime=1779346233&share_id=f9a8d311bb9046ef87a53ba3cc3d8372&share_channel=copy_link&appuid=67a099e4000000000403357b&xhsshare=CopyLink,632.203,66,345,16,17,0.0,0.0,1832.47246376812,39.5126875,37.1884117647059,9.57883333333333,KOC,G1,6a0e887a000000000702aaa1
G1横测,多拉爱数码,https://www.xiaohongshu.com/explore/6a1ade9900000000350209f7?xsec_token=AB6BucoQCs9Pwh42Dh9-QQGjEOkoY7y5n9K4CPsSuHB_0=&xsec_source=pc_user,561.675,1,25,3,1,0.0,0.0,22467.0,187.225,561.675,561.675,KOC,G1,6a1ade9900000000350209f7
G1横测,知夏数码测评,https://www.xiaohongshu.com/explore/6a0d910b000000003600291e?app_platform=ios&app_version=9.19.3&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBsJQuDqa_lr09BePEgdIL_WVAfhkppt6WucULci3yEFg=&author_share=1&xhsshare=CopyLink&shareRedId=ODpDMTU5SkA2NzUyOTgwNjZFOTg5Sjg9&apptime=1779277677&share_id=a2d0b2525cf24323a9dc671a54fe55c8,576.723,18,1405,265,6,0.0,0.0,410.479003558719,2.17631320754717,96.1205,32.0401666666667,KOC,G1,6a0d910b000000003600291e
G1横测,数码大漂亮,https://www.xiaohongshu.com/explore/6a229b670000000036018713?xsec_token=ABiSrGZjKm1V8nln0esgWB-OpOmHR3hm86RaDMTUVzFTk=&xsec_source=pc_user,422.82,0,36,2,0,0.0,0.0,11745.0,211.41,0.0,0.0,KOC,G1,6a229b670000000036018713
G1横测,丽丽数码屋,https://www.xiaohongshu.com/explore/6a0da0430000000035031a4d?app_platform=android&ignoreEngage=true&app_version=9.30.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBH2jXyxj8ykty8itUW-lVuyIClkcJ8Xm-Ev2uBs7wicA=&author_share=1&shareRedId=OD5GQTg1PUs2NzUyOTgwNjk1OTk5NzpA&apptime=1779283199&share_id=ac7d324cd5df470791b9e4ef8962123c&share_channel=copy_link&appuid=68da509b0000000032025247&xhsshare=CopyLink,430.812,21,99,9,12,0.0,0.0,4351.63636363636,47.868,35.901,20.5148571428571,KOC,G1,6a0da0430000000035031a4d
G1横测,小酥的数码星球,https://www.xiaohongshu.com/explore/6a2a53dc0000000035028163?app_platform=ios&app_version=9.29&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBsWAYMZzUuZdG8J09rc4Rl1HC1xk-ZXBCdTe0_mjhLnI=&author_share=1&xhsshare=CopyLink&shareRedId=ODw5Mkk1OUA2NzUyOTgwNjY6OTc4R0g-&apptime=1781174420&share_id=4e31bbd68e7f41a8b86b5b53cb410086,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,KOC,G1,6a2a53dc0000000035028163
G1横测,詹努力,https://www.xiaohongshu.com/explore/6a0e850c0000000035029b95?xsec_token=AB3txjifLt3hdJ0QQFStvtFM1_7miXjTzqiQ6FGt60WY4=&xsec_source=pc_user,469.984,8,1237,110,2,0.0,0.0,379.938561034762,4.27258181818182,234.992,58.748,KOC,G1,6a0e850c0000000035029b95
G1横测,魔女月野,https://www.xiaohongshu.com/explore/6a262a1b000000002202b9fe?app_platform=android&ignoreEngage=true&app_version=9.33.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBovBOvWgPefqTalYA0xekmarykwKPVUgC4BNrDw1zPI0=&author_share=1&shareRedId=ODY3NjQ1Nzo2NzUyOTgwNjY0OTc4PjlB&apptime=1780889685&share_id=bf962bbdfcba494399058170f88f536e&share_channel=copy_link&appuid=605610310000000001004938&xhsshare=CopyLink,467.5,5,91,54,2,0.0,0.0,5137.36263736264,8.65740740740741,233.75,93.5,KOC,G1,6a262a1b000000002202b9fe
G1横测,调皮捣蛋鬼,https://www.xiaohongshu.com/explore/6a0ef43f000000003600118c?xsec_token=AB3txjifLt3hdJ0QQFStvtFIS-JME4ug8WrYd1DglxadM=&xsec_source=pc_user,470.587,31,233,106,13,0.0,0.0,2019.68669527897,4.4395,36.199,15.1802258064516,KOC,G1,6a0ef43f000000003600118c
G1横测,李李的理想家,https://www.xiaohongshu.com/explore/6a0ea17c000000003502a5b7?app_platform=ios&app_version=9.30.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBZatZH60wtTvqK4jXh3k57pB2IqBch_Z9kAdqZzQDP0Q=&author_share=1&xhsshare=CopyLink&shareRedId=ODpEMjU1PEs2NzUyOTgwNjdGOTlFSjpK&apptime=1779348678&share_id=124b51521f104cf5908cd7de94ae27e3,469.759,8,2854,122,5,0.0,0.0,164.596706377015,3.85048360655738,93.9518,58.719875,KOC,G1,6a0ea17c000000003502a5b7
G1横测,小z,https://www.xiaohongshu.com/explore/6a0eeb8400000000060378f8?xsec_token=AB3txjifLt3hdJ0QQFStvtFJesmF6qkN-Fi3jpKxNvtns=&xsec_source=pc_user,561.0,26,197,124,13,0.0,0.0,2847.71573604061,4.5241935483871,43.1538461538462,21.5769230769231,KOC,G1,6a0eeb8400000000060378f8
G1横测,山竹丸丸,https://www.xiaohongshu.com/explore/6a13bfc700000000080265df?xsec_token=ABRS1yFe0xAtyoWV6EmizEkdhMqhEID2rtD8wLTDAcnLU=&xsec_source=pc_user,480.559,23,150,39,8,2916.0,6.06793338591099,3203.72666666667,12.3220256410256,60.069875,20.8938695652174,KOC,G1,6a13bfc700000000080265df
G1横测,芒果不紫,https://www.xiaohongshu.com/explore/6a13c4540000000007021719?xsec_token=ABRS1yFe0xAtyoWV6EmizEkVwyG1ZrsWQ7PA0OGbun-Xo=&xsec_source=pc_user,421.458,18,523,36,11,0.0,0.0,805.847036328872,11.7071666666667,38.3143636363636,23.4143333333333,KOC,G1,6a13c4540000000007021719
G1横测,晚睡小猫儿,https://www.xiaohongshu.com/explore/6a0d95440000000038021a0b?app_platform=android&ignoreEngage=true&app_version=9.30.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBjY5QTbaqNU8o-RKeWA2lFTK1Pl-aYfHjCsfGsBeHr-c=&author_share=1&shareRedId=ODk5RjU1STk2NzUyOTgwNjg2OTlFPT9B&apptime=1779344314&share_id=2a3360def806449d848fed4b7a02aa5f&share_channel=copy_link&appuid=637f20e0000000002302a898&xhsshare=CopyLink,467.842,30,1025,107,11,0.0,0.0,456.431219512195,4.37235514018692,42.5310909090909,15.5947333333333,KOC,G1,6a0d95440000000038021a0b
G1横测,时柒聊数码,https://www.xiaohongshu.com/explore/6a0fc2c8000000003701d0b0?xsec_token=ABSq2H7f-uKTrq2szU7AWTUujnr8aJLLjrOwRn1JrYJLM=&xsec_source=pc_user,296.196,45,1199,268,20,0.0,0.0,247.035863219349,1.10520895522388,14.8098,6.58213333333333,KOC,G1,6a0fc2c8000000003701d0b0
G1横测,星禾数码屋,https://www.xiaohongshu.com/explore/6a0fbbfb000000003701ebc3?xsec_token=ABSq2H7f-uKTrq2szU7AWTUhS1piofygXwDzTu303Ihm4=&xsec_source=pc_user,1316.326,63,4530,197,31,0.0,0.0,290.579690949227,6.6818578680203,42.4621290322581,20.8940634920635,KOC,G1,6a0fbbfb000000003701ebc3
G1横测,宝藏猪猪,https://www.xiaohongshu.com/explore/6a1679e60000000007024023?xsec_token=ABCN2X9HlJwhB8PM_0H1Ppzjht7KRRMhEEkaRYWhQ2Ydc=&xsec_source=pc_user,519.29,6,122,28,3,0.0,0.0,4256.47540983607,18.5460714285714,173.096666666667,86.5483333333333,KOC,G1,6a1679e60000000007024023
G1横测,枯墨墨墨,https://www.xiaohongshu.com/explore/62c5924f000000000a0015aa?xsec_token=ABoS6p8rOu_DzFYUgOPch5oKFEMo41xgSboEzWPYPZAgk=&xsec_source=pc_user,287.205,4,1084,39,1,0.0,0.0,264.94926199262,7.36423076923077,287.205,71.80125,KOC,G1,62c5924f000000000a0015aa
G1横测,抹绿芽芽,https://www.xiaohongshu.com/explore/6a1814dc000000003601ee81?xsec_token=AB5XzoMS_yB37fIZXzfUodOaKFPY1TNvlCWQTYupbjjjA=&xsec_source=pc_user,575.085,7,3172,86,4,0.0,0.0,181.300441361917,6.68703488372093,143.77125,82.155,KOC,G1,6a1814dc000000003601ee81
G1横测,数码大砖家,https://www.xiaohongshu.com/explore/6a1d5ec10000000007028ba2?xsec_token=ABEuxR-8F5tMPUB5mc6pRypa70dpiTNXCNZnVk1wJBgzw=&xsec_source=pc_user,601.158,51,223,8,22,6183.96,10.2867465791023,2695.77578475336,75.14475,27.3253636363636,11.7874117647059,KOC,G1,6a1d5ec10000000007028ba2
G1横测,八呐呐（数码版,https://www.xiaohongshu.com/explore/6a1d650000000000060345cf?xsec_token=ABEuxR-8F5tMPUB5mc6pRypXXs4it0okGN_Btg6QC9T00=&xsec_source=pc_user,573.519,8,75,7,1,0.0,0.0,7646.92,81.9312857142857,573.519,71.689875,KOC,G1,6a1d650000000000060345cf
G1横测,就要数码,https://www.xiaohongshu.com/explore/6a1a910a0000000007023aff?xsec_token=ABTS1mEkpgMwnC68PXk6psfQihPnORNmMmgG6FRDNEEHc=&xsec_source=pc_user,569.622,32,3245,67,4,0.0,0.0,175.538366718028,8.50182089552239,142.4055,17.8006875,KOC,G1,6a1a910a0000000007023aff
G1横测,VVIP,https://www.xiaohongshu.com/explore/6a1a943800000000350312e8?xsec_token=ABTS1mEkpgMwnC68PXk6psfSFM1ciKuQcMFItua4iLkmg=&xsec_source=pc_user,579.216,10,1136,37,4,0.0,0.0,509.87323943662,15.6544864864865,144.804,57.9216,KOC,G1,6a1a943800000000350312e8
G1横测,巧思钟,https://www.xiaohongshu.com/explore/6a1a6937000000003700cb97?xsec_token=MBkByEAEXWnw7xpJaOVlLo9M-JJgElWe0w3PYxGNJ7nI8=&xsec_source=pc_pgyexport,574.905,73,2981,47,25,4008.05,6.97167358085249,192.856424018786,12.2320212765957,22.9962,7.87541095890411,KOC,G1,6a1a6937000000003700cb97
G1横测,🥚蛋蛋蛋挞,https://www.xiaohongshu.com/explore/6a169ae000000000360027d2?xsec_token=ABCN2X9HlJwhB8PM_0H1PpznSVGJsh3v5u89EMHal6BXo=&xsec_source=pc_user,379.544,33,2163,46,19,0.0,0.0,175.471104946833,8.25095652173913,19.976,11.5013333333333,KOC,G1,6a169ae000000000360027d2
G1横测,小咪的数码日记,https://www.xiaohongshu.com/explore/6a169c080000000007021072?xsec_token=ABdyTtUeMxe0qdjBsT2zre9jwdNFH-k42AgYdgDFmHph4=&xsec_source=pc_user,394.016,8,1212,38,4,2504.0,6.3550718752538,325.095709570957,10.3688421052632,98.504,49.252,KOC,G1,6a169c080000000007021072
G1横测,一只数码鹅,https://www.xiaohongshu.com/explore/6a169c80000000003503ad82?xsec_token=ABCN2X9HlJwhB8PM_0H1Ppzg-FggvjAewKLF0hWOOlj-E=&xsec_source=pc_user,539.878,36,1315,40,15,0.0,0.0,410.5536121673,13.49695,35.9918666666667,14.9966111111111,KOC,G1,6a169c80000000003503ad82
G1横测,不吃糖吃配置,https://www.xiaohongshu.com/explore/6a169f6d000000000603622c?xsec_token=ABCN2X9HlJwhB8PM_0H1PpzrCBWyvEqPbU8K0ZLaodXDM=&xsec_source=pc_user,492.133,7,1176,53,2,0.0,0.0,418.480442176871,9.28552830188679,246.0665,70.3047142857143,KOC,G1,6a169f6d000000000603622c
G1横测,大厂摸鱼指南针,https://www.xiaohongshu.com/explore/6a1e6f4b00000000360198b1?xsec_token=MBUKbwj0XKlkWwtb9VgAJH2jYV2XO2EhfkyUeqcN7MjfA=&xsec_source=pc_pgy,470.092,1,75,2,1,0.0,0.0,6267.89333333333,235.046,470.092,470.092,KOC,G1,6a1e6f4b00000000360198b1
G1横测,橘子（数码版,https://www.xiaohongshu.com/explore/6a1a95f9000000003501f282?xsec_token=ABTS1mEkpgMwnC68PXk6psfU10zKLHi_p0lgcEHwnczfk=&xsec_source=pc_user,375.188,4,1166,44,1,0.0,0.0,321.77358490566,8.527,375.188,93.797,KOC,G1,6a1a95f9000000003501f282
G1横测,只吃香菜,https://www.xiaohongshu.com/explore/6a2237640000000021018f0a?xsec_token=ABiSrGZjKm1V8nln0esgWB-NPVz9whi4_uid0uhCmhfuA=&xsec_source=pc_user,467.5,0,15,0,0,0.0,0.0,31166.6666666667,0.0,0.0,0.0,KOC,G1,6a2237640000000021018f0a
G1横测,星期三的晚安,https://www.xiaohongshu.com/explore/6a1ab119000000003700c894?source=webshare&xhsshare=pc_web&xsec_token=CBf_prfQCkehstB9vymq8vXZMA-lBoJ1AgogNpwYGnCow=&xsec_source=pc_share,469.066,15,158,12,1,0.0,0.0,2968.77215189873,39.0888333333333,469.066,31.2710666666667,KOC,G1,6a1ab119000000003700c894
G1横测,暴躁小薯条,https://www.xiaohongshu.com/explore/6a196dd3000000003700d940?source=webshare&xhsshare=pc_web&xsec_token=ABw99lO8DhasVrYEX-1PtcZw5S8XaGWKlq9UZoA0h7x2I=&xsec_source=pc_share,475.42,12,1190,38,5,0.0,0.0,399.512605042017,12.5110526315789,95.084,39.6183333333333,KOC,G1,6a196dd3000000003700d940
G1横测,大厂小灵通,https://www.xiaohongshu.com/discovery/item/6a223d9e000000002200ad09?source=webshare&xhsshare=pc_web&xsec_token=ABje_SW3GOfOIUEWhax2eh8wBcXNpZlCykMx_nprl5l_o=&xsec_source=pc_share,406.544,6,139,1,0,0.0,0.0,2924.77697841727,406.544,0.0,67.7573333333333,KOC,G1,
G1横测,数码小天才,https://www.xiaohongshu.com/discovery/item/6a223931000000003601f534?source=webshare&xhsshare=pc_web&xsec_token=ABQWLT-k08eMRHF4C6bFjZk0Z8pU0_qrBMx_TK-DImtf4=&xsec_source=pc_share,922.549,24,679,5,9,2504.0,2.71421897373473,1358.68777614138,184.5098,102.505444444444,38.4395416666667,KOC,G1,
G1横测,AI生产力,https://www.xiaohongshu.com/explore/6a22405b000000002200b58d?xsec_token=ABiSrGZjKm1V8nln0esgWB-C8AiCjypWCtantvoW946X0=&xsec_source=pc_user,374.0,7,97,1,3,0.0,0.0,3855.67010309278,374.0,124.666666666667,53.4285714285714,KOC,G1,6a22405b000000002200b58d
G1横测,神奇宝贝系我,https://www.xiaohongshu.com/explore/6a223a040000000008026ba4?xsec_token=ABiSrGZjKm1V8nln0esgWB-Mv3Wi-yQqyuQQrKBOdQY1Q=&xsec_source=pc_user,374.0,4,69,1,0,0.0,0.0,5420.28985507246,374.0,0.0,93.5,KOC,G1,6a223a040000000008026ba4
G1横测,我真不叽啊,https://www.xiaohongshu.com/discovery/item/6a223ba90000000021019b86?source=webshare&xhsshare=pc_web&xsec_token=ABQWLT-k08eMRHF4C6bFjZk_WO-wl2b2lxnOF9H6g5tMs=&xsec_source=pc_share,386.699,18,98,8,7,2504.0,6.47532059819136,3945.90816326531,48.337375,55.2427142857143,21.4832777777778,KOC,G1,
G1横测,评测分享官,https://www.xiaohongshu.com/explore/6a223fed000000003601803e?xsec_token=ABiSrGZjKm1V8nln0esgWB-HYQOgFQmE8p6uJiJ8Hf3vY=&xsec_source=pc_user,374.0,8,111,0,1,0.0,0.0,3369.36936936937,0.0,374.0,46.75,KOC,G1,6a223fed000000003601803e
G1横测,小奇科技说,https://www.xiaohongshu.com/explore/6a1693e9000000003502bcb2?xsec_token=ABCN2X9HlJwhB8PM_0H1PpzohM3wD_Pe6Ee_zM0DkSIO0=&xsec_source=pc_user,286.017,11,105,11,2,0.0,0.0,2723.97142857143,26.0015454545455,143.0085,26.0015454545455,KOC,G1,6a1693e9000000003502bcb2
G1横测,Pick Ao,https://www.xiaohongshu.com/explore/6a0d91e500000000370373e7?xsec_token=ABWzWnFNmS95inh6F8IKKhiVBKVB3jelJBF3ZvVTKFx8A=&xsec_source=pc_user,662.839,128,555,9,40,7972.1,12.0272041928734,1194.3045045045,73.6487777777778,16.570975,5.1784296875,KOC,G1,6a0d91e500000000370373e7
G1横测,数码中砖家,https://www.xiaohongshu.com/explore/6a169a02000000000803da6a?xsec_token=MBjv0WgIl1Qp--9ZCYb8jdKSLxKRrIOOWmC6dsV41Xjgg=&xsec_source=pc_pgyexport,542.393,33,1326,43,16,0.0,0.0,409.044494720965,12.6137906976744,33.8995625,16.4361515151515,KOC,G1,6a169a02000000000803da6a
G1横测,半份可爱冰～,https://www.xiaohongshu.com/explore/6a13e596000000003601f919?xsec_token=ABRS1yFe0xAtyoWV6EmizEkWhXMmKs2pOffNZiyTzGbNE=&xsec_source=pc_user,281.895,23,630,56,10,0.0,0.0,447.452380952381,5.03383928571429,28.1895,12.2563043478261,KOC,G1,6a13e596000000003601f919
G1横测,呦呦呦美丽吖,https://www.xiaohongshu.com/explore/6a1a801300000000380374f2?xsec_token=MBkByEAEXWnw7xpJaOVlLo9AuNl0XyB8bRdWZqgvfiJM0=&xsec_source=pc_pgyexport,287.883,9,84,36,3,0.0,0.0,3427.17857142857,7.99675,95.961,31.987,KOC,G1,6a1a801300000000380374f2
G1横测,睡不醒的kt,https://www.xiaohongshu.com/explore/6a1a8fd3000000003601a608?xsec_token=ABTS1mEkpgMwnC68PXk6psfVk1hmrAIbF2Gopqn5-W04k=&xsec_source=pc_user,283.974,13,71,5,3,0.0,0.0,3999.6338028169,56.7948,94.658,21.8441538461538,KOC,G1,6a1a8fd3000000003601a608
G1横测,暴富小姐,https://www.xiaohongshu.com/explore/6a1bbadf0000000007026f25?xsec_token=ABJkDiN5vf--g8mcHC7Ig2h2p41te_PMpdKEoUASQBngI=&xsec_source=pc_user,284.64,15,88,16,1,2898.0,10.181281618887,3234.54545454545,17.79,284.64,18.976,KOC,G1,6a1bbadf0000000007026f25
G1横测,牛奶瓶,https://www.xiaohongshu.com/explore/6a1a876000000000060236f4?xsec_token=ABTS1mEkpgMwnC68PXk6psfSuqjtkSsB4aRLwoagcdQ2k=&xsec_source=pc_user,305.952,17,161,7,7,3854.8,12.5993619914235,1900.32298136646,43.7074285714286,43.7074285714286,17.9971764705882,KOC,G1,6a1a876000000000060236f4
G1横测,算你识货,https://www.xiaohongshu.com/explore/6a1a8c110000000035038bdc?xsec_token=ABTS1mEkpgMwnC68PXk6psfZ2BLRU080DS0sjTObzDOLw=&xsec_source=pc_user,288.123,16,72,25,0,0.0,0.0,4001.70833333333,11.52492,0.0,18.0076875,KOC,G1,6a1a8c110000000035038bdc
G1横测,俗话说的好,https://www.xiaohongshu.com/explore/6a16884600000000380234be?xsec_token=ABCN2X9HlJwhB8PM_0H1PpzoxL7SNOMQvzW1Qzn39rUoQ=&xsec_source=pc_user,283.389,1,39,32,0,0.0,0.0,7266.38461538462,8.85590625,0.0,283.389,KOC,G1,6a16884600000000380234be
G1横测,还是太权威了,https://www.xiaohongshu.com/explore/6a167bf7000000000702ec68?xsec_token=ABdyTtUeMxe0qdjBsT2zre9l4p9QqLj9CXkx4H2GVk-aY=&xsec_source=pc_user,309.957,10,132,16,2,0.0,0.0,2348.15909090909,19.3723125,154.9785,30.9957,KOC,G1,6a167bf7000000000702ec68
G1横测,一只小土豆,https://www.xiaohongshu.com/explore/6a16a0cf000000000702946e?xsec_token=ABdyTtUeMxe0qdjBsT2zre9iNr33D5lK0V4WI3zN4PzRU=&xsec_source=pc_user,799.053,125,1007,24,53,16128.65,20.1847061459002,793.498510427011,33.293875,15.0764716981132,6.392424,KOC,G1,6a16a0cf000000000702946e
G1横测,说点漂亮话,https://www.xiaohongshu.com/explore/6a1695cf0000000035020dc7?xsec_token=ABdyTtUeMxe0qdjBsT2zre9llLyTUoflDhB0Tvp3HLSMU=&xsec_source=pc_user,282.948,7,34,30,4,127.3,0.449905989793178,8322.0,9.4316,70.737,40.4211428571429,KOC,G1,6a1695cf0000000035020dc7
G1横测,一起发财,https://www.xiaohongshu.com/explore/6a1696a10000000035028bc2?xsec_token=ABdyTtUeMxe0qdjBsT2zre9l-JHGEgSUM_3bESdR5unYE=&xsec_source=pc_user,287.817,8,72,31,3,0.0,0.0,3997.45833333333,9.28441935483871,95.939,35.977125,KOC,G1,6a1696a10000000035028bc2
G1横测,听劝小郭,https://www.xiaohongshu.com/explore/6a169736000000000803cbf7?xsec_token=ABdyTtUeMxe0qdjBsT2zre9t_hR4zueLJhpR6wM4BVhEA=&xsec_source=pc_user,280.608,0,24,30,0,0.0,0.0,11692.0,9.3536,0.0,0.0,KOC,G1,6a169736000000000803cbf7
G1横测,还是没忍住,https://www.xiaohongshu.com/explore/6a1a5d37000000003503b788?xsec_token=ABTS1mEkpgMwnC68PXk6psfQvTdbh_Hgw8L3rEYlQk2_s=&xsec_source=pc_user,280.626,8,25,1,3,0.0,0.0,11225.04,280.626,93.542,35.07825,KOC,G1,6a1a5d37000000003503b788
G1横测,美成啥样了,https://www.xiaohongshu.com/explore/6a1698140000000036031fd7?xsec_token=ABdyTtUeMxe0qdjBsT2zre9pUpXruLNQ6_BGz3qZlTjnU=&xsec_source=pc_user,289.446,17,95,30,4,2504.0,8.65100916924055,3046.8,9.6482,72.3615,17.0262352941176,KOC,G1,6a1698140000000036031fd7
G1横测,我不梨解,https://www.xiaohongshu.com/explore/6a1698b80000000006037f76?xsec_token=ABdyTtUeMxe0qdjBsT2zre9kiJXMEX2KExAfUru9upmA4=&xsec_source=pc_user,283.362,10,35,31,0,0.0,0.0,8096.05714285714,9.14070967741936,0.0,28.3362,KOC,G1,6a1698b80000000006037f76
G1横测,我叫超靠谱,https://www.xiaohongshu.com/explore/6a1699ad0000000037037ad8?app_platform=ios&app_version=9.30.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRfoZ-8hUFmueyenEKQbQrylL-asHscSf8dy9WXQsue0=&author_share=1&xhsshare=CopyLink&shareRedId=OD84NDU8SkE2NzUyOTgwNjk6OTo0OzpM&apptime=1779875455&share_id=2c89601b8d784765ad3fd844ec40d764,283.11,5,31,30,0,0.0,0.0,9132.58064516129,9.437,0.0,56.622,KOC,G1,6a1699ad0000000037037ad8
G1横测,今天当白鹿,https://www.xiaohongshu.com/explore/6a169a8a00000000060239ae?app_platform=ios&app_version=9.30.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRfoZ-8hUFmueyenEKQbQrxmRubkB170Ikuwrcp3r3bA=&author_share=1&xhsshare=CopyLink&shareRedId=OD84NDU8SkE2NzUyOTgwNjk6OTo0OzpM&apptime=1779875495&share_id=383ab62be74a4d6cb08e01d1c9ff3ab0,283.506,9,72,30,2,0.0,0.0,3937.58333333333,9.4502,141.753,31.5006666666667,KOC,G1,6a169a8a00000000060239ae
G1横测,认识你很高兴,https://www.xiaohongshu.com/explore/6a169c0a000000000702bbc2?app_platform=ios&app_version=9.30.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRfoZ-8hUFmueyenEKQbQr95y4OQMki2BwdQgTMajESE=&author_share=1&xhsshare=CopyLink&shareRedId=OD84NDU8SkE2NzUyOTgwNjk6OTo0OzpM&apptime=1779875510&share_id=391cdeff6a4e4127a0d96be9488d6773,281.058,1,20,30,1,0.0,0.0,14052.9,9.3686,281.058,281.058,KOC,G1,6a169c0a000000000702bbc2
G1横测,天生内向脆弱,https://www.xiaohongshu.com/explore/6a169b340000000007020c45?app_platform=ios&app_version=9.30.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRfoZ-8hUFmueyenEKQbQr6lLiTPqbXIaA-rRzf4019M=&author_share=1&xhsshare=CopyLink&shareRedId=OD84NDU8SkE2NzUyOTgwNjk6OTo0OzpM&apptime=1779875010&share_id=3135de7a45d5457c909022cd54b4c65e,4988.895,906,18472,72,205,15431.42,3.09315389480035,270.078767864877,69.2902083333333,24.3360731707317,5.50650662251656,KOC,G1,6a169b340000000007020c45
G1横测,别让我背郭,https://www.xiaohongshu.com/explore/6a169c90000000000803e7ad?xsec_token=ABdyTtUeMxe0qdjBsT2zre9p6OUL1iGiWJjvwRHEl3Zr0=&xsec_source=pc_user,294.864,20,86,30,9,0.0,0.0,3428.6511627907,9.8288,32.7626666666667,14.7432,KOC,G1,6a169c90000000000803e7ad
G1横测,好运连连梦💕,https://www.xiaohongshu.com/explore/6a169d41000000000702640c?xsec_token=ABdyTtUeMxe0qdjBsT2zre9kgpE6OoqqlDdXgxyglOLRg=&xsec_source=pc_user,328.893,9,101,30,6,0.0,0.0,3256.36633663366,10.9631,54.8155,36.5436666666667,KOC,G1,6a169d41000000000702640c
G1横测,梨想生活💕,https://www.xiaohongshu.com/explore/6a169dd4000000003700d13d?app_platform=ios&app_version=9.30.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRfoZ-8hUFmueyenEKQbQr8VwEr67mDIix7iOkuyMf0A=&author_share=1&xhsshare=CopyLink&shareRedId=OD84NDU8SkE2NzUyOTgwNjk6OTo0OzpM&apptime=1779875194&share_id=59213c1a480144818a1b9485d719951c,284.568,24,52,32,7,0.0,0.0,5472.46153846154,8.89275,40.6525714285714,11.857,KOC,G1,6a169dd4000000003700d13d
G1横测,体重有点陈,https://www.xiaohongshu.com/explore/6a169e6e0000000035023f31?app_platform=ios&app_version=9.31.2&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRfoZ-8hUFmueyenEKQbQr2YQmac_YzgEkq24nkNoUTw=&author_share=1&xhsshare=CopyLink&shareRedId=OD84NDU8SkE2NzUyOTgwNjk6OTo0OzpM&apptime=1780034766&share_id=fe5b6a2f9b554e518381fecb1e66fa91,364.218,8,234,14,2,0.0,0.0,1556.48717948718,26.0155714285714,182.109,45.52725,KOC,G1,6a169e6e0000000035023f31
G1横测,樱桃小完犊子,https://www.xiaohongshu.com/explore/6a182c2b0000000007024676?app_platform=android&ignoreEngage=true&app_version=8.98.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBK6yg4J_-e0DuHLfAdaPenGMjLEUAIKkxWTP8MLvZPlc=&author_share=1&shareRedId=ODlFMzlGR082NzUyOTgwNjg6OTk9Oj5M&apptime=1780025872&share_id=7540f5643d434a96a81d7c5535d27d3c&share_channel=copy_link&appuid=63c36acf000000002702958c&xhsshare=CopyLink,457.773,122,501,5,21,8762.12,19.1407531680549,913.718562874252,91.5546,21.7987142857143,3.75223770491803,KOC,G1,6a182c2b0000000007024676
G1横测,春风入夜眠,https://www.xiaohongshu.com/explore/6a16971d000000000702e81a?xsec_token=ABdyTtUeMxe0qdjBsT2zre9jt-DXQqmbieh4O9ph1sLuU=&xsec_source=pc_user,290.382,0,56,4,0,0.0,0.0,5185.39285714286,72.5955,0.0,0.0,KOC,G1,6a16971d000000000702e81a
